Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Лисенко,Йосип,Степанович,Чоловік,1969-06-29,Професор,хутір Кропивницький,"парк Балтський 2-й, буд. 31 кв. 1, Молодогвардійськ, 93254",624-19-10,yvernydub@example.net
Дацюк,Валентина,Георгіївна,Жінка,1978-06-19,Епідеміолог,хутір Кам'янське,"парк Омська, буд. 4, Донецьк, 54729",249-15-49,makohonhavrylo@example.net
Оніщук,Аркадій,Сергійович,Чоловік,1961-06-12,Каскадер,хутір Угнів,"проспект Отрада, буд. 139, Гадяч, 81047",+380 51 622-02-41,ievanazarenko@example.com
Юрчук,Леонтій,Георгійович,Чоловік,1967-06-26,Адвокат,хутір Тальне,"парк Восьмого березня 8-й, буд. 027 кв. 236, Стебник, 38344",018 143 67 06,deisuniefrem@example.org
Приходько,Пантелеймон,Іванович,Чоловік,1983-07-30,Вчитель,селище Гнівань,"площа Керченський 2-й, буд. 517, Шахтарськ, 58408",+380 17 318-40-33,huzemiliia@example.net
Конопля,Ярема,Романович,Чоловік,1968-04-07,Штукатур,село Березівка,"площа Софії Перовської, буд. 5, Рудки, 51136",+380 74 169 81 46,zlatoslavabebeshko@example.com
Євдокименко,Михайло,Сергійович,Чоловік,1973-09-10,Бізнесмен,хутір Мала Виска,"сквер Одеський, буд. 0 кв. 12, Армянськ, 24744",046 847-04-18,hhupalo@example.net
Орлик,Альбіна,Максимівна,Жінка,2002-08-09,Модельєр,місто Збараж,"шосе Флотський 2-й, буд. 788, Лисичанськ, 34071",+380 12 552 67 34,liudmyladzyndra@example.org
Христич,Тимофій,Павлович,Чоловік,1944-04-14,Гірник,село Трускавець,"сквер Станційна 1-ша, буд. 76 кв. 711, Борислав, 50980",+380 83 189-28-22,shcherbanoleksandr@example.org
Лубенець,Миколай,Олександрович,Чоловік,1963-04-13,Будник,село Тараща,"парк Аеродромний 3-й, буд. 94 кв. 7, Торецьк, 38200",+380 27 188 66 23,les54@example.com
Дейнека,Амалія,Василівна,Жінка,1980-07-28,Ветеринар,хутір Хрестівка,"набережна Комітетська, буд. 351 кв. 002, Нова Каховка, 54460",+380 81 783-46-46,usirobaba@example.net
Ковалюк,Тарас,Іванович,Чоловік,1945-10-02,Ріелтор,селище Токмак,"провулок Клинова, буд. 0, Кипуче, 08891",027 062-08-67,ieroshenkoiaroslav@example.net
Удовенко,Володимир,Георгійович,Чоловік,1953-07-05,Флорист,селище Добропілля,"узвіз Петра Лещенка, буд. 203 кв. 53, Костянтинівка, 15482",+380 29 072-66-88,epoltavets@example.org
Ящук,Венедикт,Петрович,Чоловік,1957-09-09,Диригент,хутір Алчевськ,"набережна Політкаторжан, буд. 940, Снігурівка, 89083",324 54 66,priskahuk@example.org
Даценко,Ілля,Тарасович,Чоловік,1965-01-24,Музичний редактор,селище Мерефа,"шосе Навігаційний, буд. 95 кв. 3, Антрацит , 48390",+380 84 552-44-78,khrystyna60@example.org
Скорик,Борис,Степанович,Чоловік,1966-08-11,Епідеміолог,хутір Ізяслав,"узвіз Лунний, буд. 716 кв. 124, Тернопіль, 81508",380 40 33,mvashchenko-zakharchenko@example.com
Кабалюк,Симон,Максимович,Чоловік,1965-12-13,Дантист,хутір Федорівка,"провулок Лютеранський, буд. 8, Южноукраїнськ, 08638",+380 (19) 520-01-39,nosenkofrants@example.org
Смик,Юстина,Володимирівна,Жінка,1963-04-18,Складальник,село Чортків,"проспект Керченська, буд. 40, Зимогір'я, 09887",065 516 70 31,omalyk@example.net
Петренко,Феофан,Борисович,Чоловік,2008-05-15,Промисловець,хутір Зимогір'я,"набережна Навігаційний, буд. 9 кв. 1, Іловайськ, 55722",060 806 67 69,avrelii93@example.net
Девдюк,Тетяна,Борисівна,Жінка,1950-11-01,Петрограф,селище Середина-Буда,"провулок Яблучна, буд. 88, Семенівка, 12851",555-20-37,vasylevychbohdan@example.com
Свириденко,Миколай,Максимович,Чоловік,1993-09-28,Фольклорист,селище Підгайці,"узвіз Конструкторський, буд. 1, Копичинці, 11983",+380 17 680 53 99,pkharchenko@example.org
Шморгун,Ігор,Олегович,Чоловік,1966-04-24,Будник,село Старий Самбір,"площа Український 3-й, буд. 50 кв. 6, Галич, 46544",094 869-45-32,violetta85@example.org
Гупало,Михайлина,Максимівна,Жінка,1939-11-06,Фізик,місто Чоп,"набережна Вільгельма Габсбурга, буд. 64 кв. 3, Ананьїв, 59578",+380 (88) 572-21-19,llukash@example.org
Козак,Антон,Георгійович,Чоловік,2001-08-12,Дипломат,село Дружківка,"вулиця Машинобудівний, буд. 7 кв. 371, Горохів, 83689",+380 05 066-14-60,arsenshchyrytsia@example.net
Андрейко,Аркадій,Петрович,Чоловік,2005-09-29,Археолог,село Тальне,"узвіз Лиманчик 2-й Лінія 1-ша, буд. 929, Тисмениця, 82179",+380 16 156-61-71,ozhuk@example.org
Ярема,Ольга,Володимирівна,Жінка,1963-10-21,Клоун,село Городище ,"узвіз Різницький, буд. 400 кв. 68, Вижниця, 86706",083 734 10 41,ekorzh@example.net
Орлик,Ілля,Степанович,Чоловік,1995-05-23,Редактор,хутір Тернівка ,"проспект Толбухіна, буд. 035, Торецьк, 39687",+380 23 259-89-00,alevtynbandurka@example.net
Проценко,Олена,Тарасівна,Жінка,1943-05-12,Електрослюсар,село Молодогвардійськ,"площа Шевченка парк, буд. 2, Гірник , 74913",+380 (09) 340-51-97,roman29@example.net
Симоненко,Леонід,Васильович,Чоловік,1941-04-29,Головний меркшейдер,хутір Новий Буг,"шосе Водопровідна, буд. 25 кв. 17, Жовті Води, 81784",076 865 08 21,ruslandrozd@example.net
Даниленко,Василина,Степанівна,Жінка,1964-01-22,Фізик,село Тиврів,"вулиця Косий, буд. 1, Таврійськ, 49475",+380 23 984-39-96,danyloostapchuk@example.com
Шморгун,Марко,Григорович,Чоловік,1981-07-08,Фізик,хутір Яготин,"вулиця Балтський 3-й, буд. 8, Семенівка, 06932",+380 (93) 481-22-00,demyd43@example.com
Оберемко,Прохір,Олександрович,Чоловік,2007-10-19,Льотчик,селище Красногорівка,"сквер Парашутний, буд. 2, Заліщики, 86815",682 17 23,hryhorii82@example.net
Жарко,Данило,Васильович,Чоловік,1984-11-29,Адвокат,селище Хотин,"набережна Мала, буд. 484 кв. 3, Чуднів, 75809",087 390 34 90,prokhirivashchenko@example.org
Чміль,Юхим,Борисович,Чоловік,2000-12-28,Петрограф,хутір Новий Буг,"шосе Аеродромна, буд. 001 кв. 0, Свалява, 01999",241 03 72,dashenkoiarema@example.com
Стець,Володимир,Борисович,Чоловік,1991-02-21,Ветеринар,місто Макіївка,"узвіз Волна тупик, буд. 828 кв. 0, Сокиряни, 86817",028 989 48 31,orkhypiakymenko@example.com
Захарченко,Стефан,Григорович,Чоловік,1948-11-23,Фермер,село Тернопіль,"проспект Виставочна, буд. 89 кв. 1, Снятин, 25443",059 177-69-83,isliusar@example.com
Іванченко,Спас,Михайлович,Чоловік,1960-07-11,Вчитель,селище Володимир-Волинський,"парк Ланжеронівський узвіз, буд. 382 кв. 45, Хрустальний, 67423",+380 60 284-79-69,uteslenko@example.net
Ґалаґан,Демʼян,Тарасович,Чоловік,1969-05-02,Каскадер,село Липовець,"шосе Шовкуненка, буд. 35, Жидачів, 22955",+380 (67) 271-44-61,babiichukzakhar@example.org
Корсун,Миколай,Тарасович,Чоловік,1942-05-27,Мікробіолог,місто Одеса,"парк Тещин міст, буд. 240, Вашківці, 11047",+380 31 170 11 79,ielysei28@example.com
Зінчук,Христина,Степанівна,Жінка,2001-06-15,Кінорежисер,місто Ровеньки,"проспект Тульська, буд. 154 кв. 596, Вилкове, 37994",019 424 22 69,okseniiahrechanyk@example.org
Якимчук,Левко,Олександрович,Чоловік,1952-12-04,Епідеміолог,місто Бердянськ,"парк Волна тупик, буд. 3 кв. 19, Ічня, 82907",+380 94 760 60 81,tnehoda@example.com
